trainer_id,name,"Total Parent 
Response Rate %",Total Teacher Response Rate %,Total Student Response Rate %,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Supportive Environment Score,Strong Family-Community Ties Score,Trust Score,domain
30Q166,P.S. 166 HENRY GRADSTEIN,37,50,,4.52,4.53,4.11,,4.23,3.93,Unknown
30Q171,P.S. 171 PETER G. VAN ALST,59,90,,3.56,3.56,3.65,,3.89,4.05,Unknown
30Q204,I.S. 204 OLIVER W. HOLMES,59,84,98.0,3.77,3.15,3.72,,3.21,2.88,Unknown
30Q212,P.S. 212,91,75,,4.19,3.6,3.63,,4.01,4.01,Unknown
31R045,P.S. 045 JOHN TYLER,61,84,,4.33,3.58,4.28,,4.15,3.71,Unknown
30Q222,P.S. Q222 - FIRE FIGHTER CHRISTOPHER A. SANTORA SCHOOL,98,100,,4.19,4.15,3.54,,4.32,3.42,Unknown
30Q227,I.S. 227 LOUIS ARMSTRONG,83,87,97.0,4.6,4.05,4.45,,3.44,3.78,Unknown
30Q228,THE IVAN LAFAYETTE EARLY CHILDHOOD SCHOOL OF THE ARTS,68,76,,4.38,3.84,4.15,,4.18,4.4,Unknown
30Q230,I.S. 230,77,81,99.0,,,,,,3.74,Unknown
30Q234,P.S. 234,89,37,,,,,,,3.12,Unknown
30Q235,ACADEMY FOR NEW AMERICANS,93,100,100.0,3.69,4.22,4.2,,3.44,4.19,Unknown
30Q258,ENERGY TECH HIGH SCHOOL,57,81,85.0,4.58,4.4,3.69,,4.17,4.1,Unknown
30Q280,P.S. 280,92,100,,3.8,3.95,3.6,,4.23,3.99,Unknown
30Q286,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",32,70,80.0,4.15,3.42,4.36,,3.51,3.44,Unknown
30Q291,HUNTERS POINT COMMUNITY MIDDLE SCHOOL,51,97,98.0,4.56,4.6,4.77,,3.95,4.16,Unknown
30Q300,THE 30TH AVENUE SCHOOL (G&T CITYWIDE),73,97,99.0,3.24,2.9,2.84,,3.67,3.25,Unknown
30Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,56,100,97.0,4.62,4.41,4.8,,4.27,4.41,Unknown
30Q329,EAST ELMHURST COMMUNITY SCHOOL,89,83,,,,,,,4.4,Unknown
30Q361,THE WOODSIDE COMMUNITY SCHOOL,84,100,,4.1,4.33,3.65,,4.57,4.45,Unknown
30Q384,P.S. 384,86,100,,,,,,,,Unknown
30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,25,75,64.0,2.78,2.88,2.42,,2.4,2.36,Unknown
30Q450,LONG ISLAND CITY HIGH SCHOOL,10,91,72.0,4.22,4.11,3.82,,3.71,3.48,Unknown
30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,29,96,92.0,,,,,,3.88,Unknown
30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,19,87,76.0,3.44,3.48,2.62,,3.25,3.24,Unknown
30Q555,NEWCOMERS HIGH SCHOOL,56,84,84.0,4.35,3.91,4.63,,3.75,3.86,Unknown
30Q575,ACADEMY OF AMERICAN STUDIES,28,65,89.0,2.75,2.87,3.62,,2.85,2.34,Unknown
30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,26,45,94.0,2.95,2.46,3.74,,2.93,3.46,Unknown
31R001,P.S. 001 TOTTENVILLE,64,100,,3.74,3.65,4.04,,4.32,3.0,Unknown
31R002,I.S. R002 GEORGE L. EGBERT,44,68,93.0,3.1,2.96,2.51,,2.44,3.05,Unknown
31R003,P.S. 003 THE MARGARET GIOIOSA SCHOOL,73,60,,3.92,3.8,4.1,,4.18,4.18,Unknown
31R004,P.S. 004 MAURICE WOLLIN,94,93,,3.54,3.14,2.37,,3.93,3.32,Unknown
31R005,P.S. 005 HUGUENOT,100,100,,4.97,4.74,4.62,,4.49,4.6,Unknown
31R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,48,50,,4.69,4.38,4.51,,4.49,3.8,Unknown
31R007,I.S. 007 ELIAS BERNSTEIN,53,68,99.0,4.51,3.75,4.75,,3.97,3.99,Unknown
31R008,P.S. 8 SHIRLEE SOLOMON,100,100,,4.19,3.94,3.86,,4.49,4.5,Unknown
31R009,NAPLES STREET ELEMENTARY SCHOOL,91,100,,4.87,4.8,4.53,,4.49,4.31,Unknown
31R010,FORT HILL COLLABORATIVE ELEMENTARY SCHOOL,67,95,,3.76,3.68,3.03,,4.1,4.65,Unknown
31R011,P.S. 11 THOMAS DONGAN SCHOOL,67,92,,4.04,3.46,4.34,,4.66,3.86,Unknown
31R013,P.S. 013 M. L. LINDEMEYER,36,78,,4.58,4.29,4.33,,4.32,4.07,Unknown
31R016,P.S. 016 JOHN J. DRISCOLL,43,86,,4.03,3.53,3.4,,3.84,3.99,Unknown
31R018,P.S. 018 JOHN G. WHITTIER,61,64,,3.39,3.34,3.49,,2.99,2.67,Unknown
31R019,P.S. 019 THE CURTIS SCHOOL,48,98,,3.6,3.6,3.08,,4.35,3.84,Unknown
31R020,P.S. 020 PORT RICHMOND,41,75,,3.07,3.01,2.8,,3.84,3.19,Unknown
31R021,P.S. 21 MARGARET EMERY-ELM PARK,81,91,,3.79,4.14,3.7,,4.27,4.28,Unknown
31R022,P.S. 022 GRANITEVILLE,45,73,,4.24,3.45,3.67,,3.81,3.69,Unknown
31R023,P.S. 023 RICHMONDTOWN,48,98,,4.91,4.84,3.71,,4.66,4.75,Unknown
31R024,I.S. 024 MYRA S. BARNES,51,93,99.0,3.19,3.24,3.54,,3.61,3.7,Unknown
31R026,P.S. 026 THE CARTERET SCHOOL,56,92,,4.68,4.11,3.74,,4.66,4.11,Unknown
31R027,I.S. 027 ANNING S. PRALL,48,96,97.0,3.77,3.44,2.9,,2.94,3.82,Unknown
31R028,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,54,90,91.0,4.12,3.72,3.06,,3.57,3.89,Unknown
31R029,P.S. 029 BARDWELL,81,97,,4.06,4.32,4.06,,4.83,4.77,Unknown
31R030,P.S. 030 WESTERLEIGH,72,90,,3.86,3.93,3.66,,4.15,3.96,Unknown
31R031,P.S. 031 WILLIAM T. DAVIS,41,78,,3.34,3.0,2.35,,3.53,4.14,Unknown
31R032,P.S. 032 THE GIFFORD SCHOOL,69,84,,3.16,2.9,3.17,,4.15,2.19,Unknown
31R034,I.S. 034 TOTTENVILLE,81,99,99.0,4.42,3.99,4.63,,3.7,3.86,Unknown
31R035,P.S. 35 THE CLOVE VALLEY SCHOOL,57,85,,4.37,4.07,4.47,,4.66,4.04,Unknown
31R036,P.S. 036 J. C. DRUMGOOLE,58,97,,2.78,2.84,3.33,,3.72,1.78,Unknown
31R038,P.S. 038 GEORGE CROMWELL,99,97,,3.07,3.16,3.3,,4.06,2.78,Unknown
31R039,P.S. 39 FRANCIS J. MURPHY JR.,56,97,,3.83,3.95,2.85,,4.4,4.2,Unknown
31R041,THE STEPHANIE A. VIERNO SCHOOL,73,68,,3.91,3.17,4.75,,4.23,3.2,Unknown
31R042,P.S. 042 ELTINGVILLE,80,92,,4.26,4.32,3.58,,4.4,4.4,Unknown
31R044,P.S. 044 THOMAS C. BROWN,46,81,,2.16,2.34,1.75,,3.59,2.0,Unknown
31R046,P.S. 046 ALBERT V. MANISCALCO,11,54,,3.74,3.58,3.5,,3.59,3.47,Unknown
31R047,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,77,83,98.0,4.6,4.22,4.83,,3.85,3.79,Unknown
31R048,P.S. 048 WILLIAM G. WILCOX,72,86,97.0,3.79,4.08,3.44,,4.23,3.79,Unknown
31R049,I.S. 49 BERTA A. DREYFUS,15,84,92.0,2.38,2.46,1.86,,1.15,1.47,Unknown
31R050,P.S. 050 FRANK HANKINSON,48,98,,4.47,4.51,4.18,,4.57,4.5,Unknown
31R051,I.S. 051 EDWIN MARKHAM,28,62,88.0,2.93,3.56,2.57,,3.36,3.7,Unknown
31R052,P.S. 052 JOHN C. THOMPSON,82,95,,4.5,4.48,4.44,,4.4,4.52,Unknown
31R053,THE BARBARA ESSELBORN SCHOOL,91,84,,4.86,4.52,4.56,,4.32,4.6,Unknown
31R054,P.S. 054 CHARLES W. LENG,78,73,,3.58,3.13,3.18,,4.18,3.67,Unknown
31R055,P.S. 055 HENRY M. BOEHM,67,62,,4.41,4.18,4.05,,4.15,3.69,Unknown
31R056,P.S. 56 THE LOUIS DESARIO SCHOOL,68,88,,4.24,3.7,3.62,,4.01,3.82,Unknown
31R057,P.S. 057 HUBERT H. HUMPHREY,44,96,,3.46,4.12,3.68,,4.23,3.86,Unknown
31R058,SPACE SHUTTLE COLUMBIA SCHOOL,100,100,,3.79,3.03,3.23,,3.93,4.05,Unknown
31R059,THE HARBOR VIEW SCHOOL,48,79,,3.18,3.09,2.76,,3.84,3.99,Unknown
31R060,P.S. 060 ALICE AUSTEN,52,89,,3.35,3.55,3.25,,3.89,2.33,Unknown
31R061,I.S. 061 WILLIAM A MORRIS,46,95,90.0,3.22,3.27,3.3,,2.27,2.84,Unknown
31R062,THE KATHLEEN GRIMM SCHOOL FOR LEADERSHIP AND SUSTAINABILITY,93,100,,4.82,4.69,4.78,,4.49,4.2,Unknown
31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,59,84,98.0,,,,,,4.11,Unknown
31R064,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,57,78,98.0,4.31,4.5,3.87,,3.9,3.55,Unknown
31R065,P.S. 65 THE ACADEMY OF INNOVATIVE LEARNING,56,80,,4.18,4.59,3.66,,4.32,4.28,Unknown
31R068,PORT RICHMOND SCHOOL FOR VISIONARY LEARNING,89,89,,3.05,2.99,2.75,,4.18,3.73,Unknown
31R069,P.S. 069 DANIEL D. TOMPKINS,70,64,,4.43,3.86,4.85,,3.89,3.5,Unknown
31R072,I.S. 072 ROCCO LAURIE,63,95,97.0,3.08,3.11,2.61,,2.25,3.28,Unknown
31R074,P.S. 74 FUTURE LEADERS ELEMENTARY SCHOOL,57,56,,3.46,3.87,3.26,,4.15,3.88,Unknown
31R075,I.S. 075 FRANK D. PAULO,71,94,98.0,3.82,4.06,4.35,,3.91,4.05,Unknown
31R078,P.S. 78,48,97,,3.2,3.2,2.11,,3.76,3.75,Unknown
31R080,THE MICHAEL J. PETRIDES SCHOOL,41,67,85.0,4.65,4.1,4.72,,3.91,4.04,Unknown
31R440,NEW DORP HIGH SCHOOL,33,100,87.0,3.94,4.63,4.22,,3.82,3.57,Unknown
31R445,PORT RICHMOND HIGH SCHOOL,26,96,75.0,3.3,3.06,2.84,,3.75,3.85,Unknown
31R450,CURTIS HIGH SCHOOL,16,96,68.0,3.28,3.71,3.07,,2.95,3.4,Unknown
31R455,TOTTENVILLE HIGH SCHOOL,37,95,85.0,3.08,3.47,3.37,,3.43,2.79,Unknown
31R460,SUSAN E. WAGNER HIGH SCHOOL,42,90,86.0,3.24,3.39,3.4,,3.02,2.84,Unknown
31R470,CONCORD HIGH SCHOOL,17,100,59.0,3.66,3.62,3.26,,3.25,4.52,Unknown
31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,27,83,79.0,3.64,3.63,2.83,,3.27,3.52,Unknown
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,84,100,97.0,4.43,3.9,4.54,,3.15,4.12,Unknown
31R607,STATEN ISLAND YABC,17,93,43.0,4.84,4.35,3.96,,2.39,4.04,Unknown
31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,66,100,95.0,3.9,3.99,3.78,,4.15,3.09,Unknown
32K045,P.S./I.S. 045 HORACE E. GREENE,44,71,97.0,,,,,,3.49,Unknown
32K075,P.S. 075 MAYDA CORTIELLA,14,59,,3.27,2.13,2.43,,3.53,2.83,Unknown
32K086,P.S. 086 THE IRVINGTON,93,100,,3.81,4.54,4.31,,4.23,4.4,Unknown
32K106,P.S. 106 EDWARD EVERETT HALE,33,85,,3.54,3.54,3.47,,3.59,3.81,Unknown
32K116,P.S. 116 ELIZABETH L FARRELL,73,100,,4.53,3.93,3.72,,3.5,3.64,Unknown
32K123,P.S. 123 SUYDAM,81,94,,4.14,3.98,3.65,,4.06,3.58,Unknown
32K145,P.S. 145 ANDREW JACKSON,57,86,,4.02,4.25,3.58,,3.84,4.11,Unknown
32K151,P.S. 151 LYNDON B. JOHNSON,84,100,,4.2,4.36,4.03,,4.23,3.88,Unknown
32K162,J.H.S. 162 THE WILLOUGHBY,66,90,97.0,3.62,3.49,3.3,,3.67,3.27,Unknown
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,59,100,93.0,,,,,,3.96,Unknown
32K274,P.S. 274 KOSCIUSKO,54,89,,4.66,3.86,3.98,,4.15,4.47,Unknown
32K291,J.H.S. 291 ROLAND HAYES,51,70,90.0,2.97,3.43,3.45,,3.79,3.74,Unknown
32K299,P.S. 299 THOMAS WARREN FIELD,100,95,,,,,,,2.54,Unknown
32K347,I.S. 347 SCHOOL OF HUMANITIES,47,82,95.0,4.37,3.82,4.0,,2.86,4.04,Unknown
32K349,"I.S. 349 MATH, SCIENCE & TECH.",44,81,95.0,3.19,3.43,3.44,,3.08,3.13,Unknown
32K376,P.S. 376,90,92,,4.73,4.4,4.25,,3.81,4.0,Unknown
32K377,P.S. 377 ALEJANDRINA B. DE GAUTIER,73,88,,3.42,2.8,2.27,,3.79,3.36,Unknown
32K383,J.H.S. 383 PHILIPPA SCHUYLER,43,73,91.0,,,,,,2.74,Unknown
32K384,P.S. /I.S. 384 FRANCES E. CARTER,51,96,97.0,3.05,3.54,3.66,,3.76,4.23,Unknown
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,88,96,91.0,3.14,3.17,3.14,,4.05,3.35,Unknown
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,19,38,40.0,3.41,3.46,3.57,,,,Unknown
32K549,THE BROOKLYN SCHOOL FOR SOCIAL JUSTICE,37,100,62.0,2.57,2.85,3.38,,4.07,3.32,Unknown
32K552,THE ACADEMY OF URBAN PLANNING AND ENGINEERING,71,100,99.0,3.97,4.01,3.61,,4.12,4.54,Unknown
32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,39,84,88.0,4.8,4.83,4.59,,4.57,4.52,Unknown
32K556,BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLENCE,24,59,95.0,2.62,3.15,2.83,,3.89,3.25,Unknown
32K562,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,73,100,94.0,3.97,4.55,4.02,,3.67,4.22,Unknown
32K564,BUSHWICK COMMUNITY HIGH SCHOOL,57,100,73.0,3.48,3.72,2.95,,2.74,4.08,Unknown
75K004,P.S. K004,42,77,,4.07,4.31,4.57,,4.06,4.16,Unknown
75K036,P.S. 36,64,79,77.0,,,,,,3.48,Unknown
75K053,P.S. K053,50,77,89.0,,,,,,4.14,Unknown
75K077,P.S. K077,35,38,96.0,4.46,4.61,4.23,,3.3,3.59,Unknown
75K140,P.S. K140,34,88,91.0,3.2,3.49,4.04,,3.55,3.23,Unknown
75K141,P.S. K141,45,89,0.0,3.95,3.94,3.95,,3.5,3.84,Unknown
75K231,P.S. K231,48,64,99.0,4.09,4.34,3.38,,4.15,3.49,Unknown
75K368,P.S. 368,21,73,74.0,3.99,3.06,4.07,,3.16,3.04,Unknown
75K369,P.S. K369 - COY L. COX SCHOOL,35,75,84.0,2.83,3.25,2.87,,3.33,3.32,Unknown
75K370,P.S. 370,30,74,90.0,2.27,2.66,2.85,,4.18,3.06,Unknown
75K371,P.S. 371 - LILLIAN L. RASHKIS,43,92,66.0,3.48,4.02,3.15,,4.01,3.96,Unknown
75K372,P.S. 372 -THE CHILDREN'S SCHOOL,54,91,,,,,,,3.42,Unknown
75K373,P.S. 373 - BROOKLYN TRANSITION CENTER,51,100,100.0,4.09,3.45,4.04,,3.21,3.45,Unknown
75K396,P.S. K396,24,77,94.0,,,,,,3.48,Unknown
75K721,P.S. K721 - BROOKLYN OCCUPATIONAL TRAINING CENTER,28,75,99.0,,,,,,3.13,Unknown
75K753,P.S. K753 - SCHOOL FOR CAREER DEVELOPMENT,50,81,82.0,4.65,4.65,4.35,,3.72,3.87,Unknown
75K771,P.S. K771,41,77,69.0,4.45,3.83,4.69,,3.89,4.1,Unknown
75K811,P.S. K811 CONNIE LEKAS SCHOOL,25,75,98.0,4.86,4.5,4.76,,3.72,4.03,Unknown
75M035,P.S. 035,11,63,52.0,3.69,3.87,3.78,,3.21,3.53,Unknown
75M079,P.S. M079 - HORAN SCHOOL,26,72,100.0,2.63,3.58,4.28,,2.7,1.88,Unknown
75M094,P.S. M094,43,84,90.0,4.35,4.06,4.27,,3.98,3.67,Unknown
75M138,P.S. 138,32,59,94.0,3.36,3.74,3.78,,3.98,3.54,Unknown
75M169,P.S. M169 - ROBERT F. KENNEDY,43,60,68.0,,,,,,2.79,Unknown
75M226,P.S. M226,36,84,76.0,3.24,3.63,3.92,,4.06,3.57,Unknown
75M721,P.S. M721 - MANHATTAN OCCUPATIONAL TRAINING CENTER,66,49,99.0,,,,,,3.48,Unknown
75M751,MANHATTAN SCHOOL FOR CAREER DEVELOPMENT,43,85,89.0,4.45,3.97,4.71,,3.89,4.03,Unknown
75M811,P.S. M811 - MICKEY MANTLE SCHOOL,48,53,80.0,,,,,,4.47,Unknown
75Q004,P.S. Q004,41,78,100.0,4.59,4.11,4.77,,4.06,4.3,Unknown
75Q009,P.S. 009,24,40,76.0,2.42,2.86,2.72,,3.33,2.76,Unknown
75Q023,P.S. Q023 @ QUEENS CHILDREN CENTER,17,54,59.0,,,,,,2.56,Unknown
75Q075,ROBERT E. PEARY SCHOOL,23,53,93.0,3.68,3.32,3.46,,3.16,3.18,Unknown
75Q177,P.S. Q177,38,60,100.0,,,,,,4.34,Unknown
75Q224,P.S. Q224,51,93,98.0,3.66,4.49,4.53,,4.32,3.93,Unknown
75Q233,P.S. Q233,28,62,93.0,4.56,4.0,4.64,,3.72,4.25,Unknown
75Q255,P.S. Q255,55,76,0.0,4.27,4.32,3.88,,4.49,4.43,Unknown
75Q256,P.S. Q256,34,78,77.0,3.96,3.95,3.88,,4.4,4.1,Unknown
75Q277,THE RIVERVIEW SCHOOL,41,96,82.0,4.63,3.88,4.58,,3.84,3.88,Unknown
75Q721,JOHN F. KENNEDY JR. SCHOOL,42,89,100.0,4.36,3.9,4.29,,3.89,3.97,Unknown
75Q752,QUEENS TRANSITION CENTER,26,74,86.0,3.83,3.35,4.44,,2.45,2.97,Unknown
75Q811,P.S. Q811,43,81,0.0,4.77,4.55,4.6,,4.23,4.48,Unknown
75Q993,P.S. Q993,73,71,99.0,,,,,,3.94,Unknown
75R025,SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25,33,77,71.0,4.66,4.56,4.65,,3.55,4.22,Unknown
75R037,THE DAVID MARQUIS SCHOOL OF THE ARTS,50,94,95.0,3.76,3.88,3.95,,4.32,3.65,Unknown
75R373,P.S. R373,39,57,98.0,4.08,2.97,4.62,,4.06,3.84,Unknown
75R721,THE RICHARD H. HUNGERFORD SCHOOL,46,99,100.0,4.68,4.24,4.79,,3.89,4.22,Unknown
75X010,P.S. X010,45,65,93.0,,,,,,3.78,Unknown
75X012,P.S. X012 LEWIS AND CLARK SCHOOL,28,45,100.0,3.36,3.59,3.63,,3.47,2.51,Unknown
75X017,P.S. X017,55,92,78.0,3.36,3.45,3.96,,3.64,2.49,Unknown
75X168,P.S. 168,32,74,85.0,3.76,3.26,4.39,,3.81,2.85,Unknown
75X176,P.S. X176,25,25,92.0,,,,,,,Unknown
75X186,P186X WALTER J. DAMROSCH SCHOOL,19,19,32.0,,,,,,,Unknown
75X188,P.S. X188,43,66,99.0,3.49,3.48,4.29,,3.55,3.54,Unknown
75X352,THE VIDA BOGART SCHOOL FOR ALL CHILDREN,44,83,97.0,4.2,3.87,4.24,,3.89,3.81,Unknown
75X469,P469X - THE BRONX SCHOOL FOR CONTINUOUS LEARNERS,24,41,25.0,3.95,4.44,3.69,,4.66,4.52,Unknown
75X596,P.S. X596,44,57,,,,,,,3.86,Unknown
75X721,P.S. X721 - STEPHEN MCSWEENEY SCHOOL,42,80,99.0,4.23,4.35,4.27,,3.47,3.8,Unknown
75X723,P.S. 723,16,50,75.0,4.06,3.91,4.57,,3.47,3.34,Unknown
75X754,J. M. RAPPORT SCHOOL CAREER DEVELOPMENT,22,88,69.0,3.96,4.28,3.83,,2.96,3.64,Unknown
75X811,P.S. X811,33,80,98.0,4.23,3.46,4.6,,3.38,3.57,Unknown
84K037,BEGINNING WITH CHILDREN CHARTER SCHOOL II,61,75,91.0,4.15,4.0,3.66,,4.37,4.13,Unknown
84K125,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 2,14,8,,,,,,,,Unknown
84K129,SUCCESS ACADEMY CHARTER SCHOOL - COBBLE HILL,32,0,,,,,,,,Unknown
84K182,SUCCESS ACADEMY CHARTER SCHOOL - WILLIAMSBURG,24,80,,4.25,3.87,4.75,,4.37,4.15,Unknown
84K333,EXPLORE EXCEED CHARTER SCHOOL,48,67,82.0,2.8,2.65,3.36,,3.91,3.35,Unknown
84K355,WILLIAMSBURG COLLEGIATE CHARTER SCHOOL,44,87,65.0,3.27,3.21,3.29,,3.79,3.45,Unknown
84K356,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL,19,5,91.0,,,,,,,Unknown
84K357,KIPP AMP CHARTER SCHOOL,28,97,93.0,4.21,4.02,4.12,,3.81,3.85,Unknown
84K358,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,20,48,95.0,4.54,4.37,4.69,,4.27,4.2,Unknown
84K359,THE UFT CHARTER SCHOOL,27,95,89.0,2.99,2.82,3.51,,3.3,3.3,Unknown
84K360,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,49,85,95.0,2.87,3.03,3.43,,3.79,3.52,Unknown
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,76,100,100.0,4.79,4.66,4.99,,4.64,4.6,Unknown
84K367,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1,15,1,4.0,,,,,,,Unknown
84K379,EXPLORE EXCEL CHARTER SCHOOL,89,94,98.0,3.68,3.64,3.48,,3.91,3.67,Unknown
84K395,NEW VISIONS A.I.M. CHARTER HIGH SCHOOL I,22,100,72.0,2.85,3.18,2.43,,2.77,2.65,Unknown
84K406,"EMBER CHARTER SCHOOL FOR MINDFUL EDUCATION, INNOVATION AND TRANSFORMATION",44,100,100.0,3.86,3.94,3.66,,4.09,3.33,Unknown
84K417,URBAN DOVE CHARTER SCHOOL,36,100,79.0,3.5,3.54,2.96,,3.08,3.34,Unknown
84K473,WILLIAMSBURG CHARTER HIGH SCHOOL,69,97,89.0,3.5,3.03,3.41,,3.66,3.24,Unknown
84K486,NEW DAWN CHARTER HIGH SCHOOL,98,97,66.0,3.97,3.97,3.6,,4.14,4.56,Unknown
84K508,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,15,48,83.0,3.58,3.87,3.8,,4.46,3.93,Unknown
84K517,LEADERSHIP PREP BEDFORD STUYVESANT UNCOMMON PREP CHARTER SCHOOL,25,87,39.0,3.64,3.18,3.77,,3.8,3.33,Unknown
84K536,COMMUNITY ROOTS CHARTER SCHOOL,70,66,93.0,4.44,4.24,3.98,,4.64,4.3,Unknown
84K538,ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL,32,54,90.0,4.53,4.58,3.74,,4.37,4.46,Unknown
84K593,EXCELLENCE BOYS CHARTER SCHOOL,39,93,78.0,3.65,3.87,3.69,,4.18,3.35,Unknown
84K608,KINGS COLLEGIATE CHARTER SCHOOL,62,92,90.0,3.5,3.5,3.79,,3.86,3.65,Unknown
84K626,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,17,32,44.0,2.95,3.37,3.63,,,,Unknown
84K648,BEDFORD STUYVESANT COLLEGIATE CHARTER SCHOOL,67,89,98.0,3.77,3.29,4.04,,4.17,3.97,Unknown
84K649,LA CIMA CHARTER SCHOOL,52,60,,2.8,2.86,4.13,,3.81,3.48,Unknown
84K651,PAVE ACADEMY CHARTER SCHOOL,15,42,61.0,1.0,1.74,2.57,,,,Unknown
84K652,BROOKLYN ASCEND CHARTER SCHOOL,65,100,94.0,2.65,2.14,2.53,,3.69,3.12,Unknown
84K680,ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL,17,25,91.0,,,,,,,Unknown
84K693,NORTHSIDE CHARTER HIGH SCHOOL,78,96,98.0,4.23,4.35,3.99,,2.46,3.92,Unknown
84K701,BROOKLYN CHARTER SCHOOL,92,96,,2.84,3.39,2.96,,4.28,4.05,Unknown
84K702,COMMUNITY PARTNERSHIP CHARTER SCHOOL,15,50,88.0,3.43,3.63,3.34,,4.46,3.7,Unknown
84K704,EXPLORE CHARTER SCHOOL,79,96,99.0,3.38,3.67,3.08,,4.0,2.99,Unknown
84K707,BROOKLYN PROSPECT CHARTER SCHOOL,34,49,84.0,3.82,3.53,3.73,,3.71,3.8,Unknown
84K710,BROWNSVILLE COLLEGIATE CHARTER SCHOOL,51,68,87.0,2.94,2.46,3.6,,3.13,3.29,Unknown
84K711,LEADERSHIP PREPARATORY BROWNSVILLE CHARTER SCHOOL,46,97,84.0,2.63,2.91,3.23,,4.0,3.07,Unknown
84K712,EXCELLENCE GIRLS CHARTER SCHOOL,42,79,79.0,3.65,3.42,3.03,,3.71,3.05,Unknown
84K724,LEADERSHIP PREP CANARSIE CHARTER SCHOOL (LEADERSHIP PREP CS 4),68,92,71.0,2.41,2.47,3.74,,3.72,2.16,Unknown
84K730,SUMMIT ACADEMY CHARTER SCHOOL,80,58,67.0,2.73,2.42,2.66,,4.48,3.64,Unknown
84K731,BROOKLYN EXCELSIOR CHARTER SCHOOL,1,0,0.0,,,,,,,Unknown
84K733,"MATH, ENGINEERING, AND SCIENCE ACADEMY CHARTER HIGH SCHOOL",21,96,76.0,3.2,2.64,2.56,,3.16,3.42,Unknown
84K736,NEW AMERICAN ACADEMY CHARTER SCHOOL,79,92,,3.45,3.77,2.84,,4.46,4.12,Unknown
84K737,BROWNSVILLE ASCEND CHARTER SCHOOL,73,86,89.0,3.3,3.46,3.43,,3.35,3.71,Unknown
84K738,NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE III,86,100,94.0,3.48,3.17,3.26,,3.36,2.98,Unknown
84K739,NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES III,19,91,91.0,2.24,2.3,2.51,,3.61,2.91,Unknown
84K740,BROOKLYN SCHOLARS CHARTER SCHOOL,22,58,31.0,3.72,3.72,3.81,,4.09,3.59,Unknown
84K741,SUCCESS ACADEMY CROWN HEIGHTS (BROOKLYN 7),17,2,0.0,,,,,,,Unknown
84K742,EXPLORE EMPOWER CHARTER SCHOOL,86,86,93.0,2.03,1.97,2.61,,3.35,2.88,Unknown
84K744,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,47,93,87.0,3.85,3.7,3.75,,4.09,3.85,Unknown
84K746,HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,63,92,85.0,3.18,3.01,2.63,,3.25,2.93,Unknown
84K752,SUCCESS ACADEMY FORT GREENE (BROOKLYN 5),13,0,,,,,,,,Unknown
84K756,SUCCESS ACADEMY PROSPECT HEIGHTS (BROOKLYN 6),13,0,0.0,,,,,,,Unknown
84K757,UNITY PREP CHARTER SCHOOL,37,54,83.0,3.06,3.17,2.91,,3.79,3.04,Unknown
